rainfall_mm,temperature_c,road_condition,traffic_level,slope_risk,historical_incidents,previous_landslides,flood_risk,bridge_condition,disruption_probability,is_disrupted
81.1,25.9,0,2,21.9,11,2,0,1,26.2,0
110.3,29.5,0,1,64.8,6,0,1,0,28.9,0
13.0,21.0,2,0,65.0,10,2,3,3,43.5,0
30.1,32.1,2,0,47.3,9,5,3,0,45.3,0
150.9,10.2,1,1,57.1,3,5,0,1,41.1,0
106.8,27.6,1,1,55.2,6,4,0,0,31.3,0
272.4,18.0,1,0,62.8,3,2,0,0,52.1,0
91.2,31.2,1,1,82.9,5,1,0,0,31.6,0
32.5,23.9,1,1,78.6,4,4,1,2,41.1,0
58.1,19.0,0,1,81.8,6,2,1,1,39.9,0
70.3,27.0,3,2,37.6,10,6,0,3,47.7,0
5.3,28.4,2,0,93.9,4,3,0,0,22.9,0
51.1,26.9,1,1,81.0,1,5,0,0,36.5,0
80.3,16.8,0,3,64.5,4,2,2,0,43.0,0
11.9,20.1,0,1,39.0,4,4,0,0,16.7,0
98.6,23.0,1,1,34.2,4,2,1,1,31.4,0
57.0,22.8,1,1,60.6,8,2,0,0,28.6,0
197.7,27.5,1,0,34.5,4,2,0,1,37.0,0
2.8,10.9,1,1,57.2,2,1,1,0,21.7,0
20.0,25.0,1,2,45.3,7,1,0,2,35.3,0
59.8,21.3,2,0,27.7,6,1,0,2,28.6,0
22.9,18.0,0,2,25.9,2,2,0,2,20.2,0
81.5,18.5,1,0,51.5,5,1,2,1,37.5,0
92.5,21.7,2,1,41.4,4,6,1,1,39.5,0
7.0,8.0,1,2,53.0,3,4,3,2,39.3,0
46.9,18.8,1,2,27.6,3,3,2,2,36.8,0
46.2,17.7,1,2,42.1,4,2,2,0,31.5,0
30.0,26.2,3,3,65.8,10,5,2,1,55.7,1
175.6,18.2,0,1,57.3,6,1,0,2,38.4,0
114.2,21.7,1,1,95.2,5,2,2,1,51.4,0
77.7,32.3,0,0,65.2,2,3,1,0,31.0,0
81.4,29.0,0,0,26.2,3,3,0,1,24.1,0
40.3,28.4,1,1,68.2,3,0,0,0,17.0,0
165.0,20.0,0,1,86.4,7,1,0,1,43.2,0
77.1,26.3,3,1,66.7,8,2,1,1,49.3,0
84.9,21.6,3,2,53.9,9,2,0,0,37.0,0
128.6,21.8,0,1,84.8,5,0,1,0,41.4,0
20.8,25.5,1,0,72.8,3,2,0,2,29.8,0
107.0,19.4,1,1,87.1,5,4,2,0,45.0,0
14.1,32.0,2,1,41.1,5,3,0,0,26.3,0
27.5,22.0,1,1,58.7,6,0,1,0,29.4,0
26.6,26.7,0,2,22.2,5,0,2,0,11.4,0
249.7,31.7,2,1,36.2,9,5,0,0,56.9,1
126.2,29.2,2,2,53.3,8,3,1,0,37.0,0
78.5,14.5,1,1,35.2,5,3,0,0,21.4,0
84.4,25.7,3,1,8.2,2,3,0,0,33.8,0
53.7,28.1,3,2,37.3,4,4,0,3,46.5,0
191.0,28.4,1,0,79.4,9,3,3,0,53.1,0
44.6,16.3,1,0,47.7,8,2,0,0,26.7,0
31.1,19.1,3,0,19.2,9,0,1,1,29.2,0
11.6,29.0,0,1,67.6,10,3,0,2,29.5,0
100.3,18.4,0,0,34.8,3,4,1,1,16.4,0
86.2,21.2,0,3,84.4,4,1,0,0,30.7,0
31.5,32.5,2,1,25.1,4,2,0,1,23.0,0
1.7,22.7,2,1,29.9,3,2,1,0,13.4,0
118.7,18.6,0,0,59.5,4,1,0,2,34.5,0
0.7,17.7,3,0,10.3,4,1,0,1,18.8,0
79.1,25.0,2,0,77.3,6,4,1,2,51.2,0
228.5,15.0,2,1,56.6,1,3,0,2,51.1,0
37.4,21.5,0,1,74.1,5,3,0,0,19.8,0
17.4,25.0,1,1,46.7,6,3,0,2,23.7,0
79.3,30.8,1,1,55.8,7,6,1,2,43.5,0
110.4,27.0,1,2,77.7,4,6,1,0,50.3,0
51.4,18.7,1,0,36.3,3,6,1,1,29.5,0
221.8,30.1,2,2,42.7,2,2,0,0,50.0,0
3.4,21.2,1,1,97.8,4,3,2,0,37.2,0
45.7,15.6,2,1,76.1,6,4,0,0,38.6,0
82.4,22.0,0,0,39.0,2,0,1,0,26.9,0
129.0,31.6,0,1,94.9,6,2,0,1,43.0,0
12.8,24.0,0,0,19.5,3,3,2,1,15.5,0
104.6,23.1,1,3,16.0,5,1,0,0,28.3,0
52.3,32.8,1,1,47.7,2,0,1,0,25.5,0
32.8,14.4,2,3,77.6,3,1,2,1,43.7,0
9.2,15.3,1,1,93.4,8,1,0,0,26.3,0
130.3,13.3,1,0,57.0,4,4,2,0,49.3,0
11.1,25.2,1,1,68.7,3,4,0,2,30.4,0
24.1,24.0,0,0,71.3,4,3,1,0,14.9,0
22.3,32.3,0,2,82.2,2,1,1,3,33.8,0
133.3,24.5,1,2,69.6,5,2,1,1,42.4,0
72.6,20.6,1,1,61.6,6,2,2,0,35.5,0
103.5,23.0,2,1,70.3,2,3,2,0,39.1,0
18.7,23.7,1,1,56.8,3,3,0,0,21.3,0
63.7,13.0,2,3,56.8,4,2,0,0,37.0,0
55.1,38.0,1,0,56.5,2,5,0,1,23.8,0
116.3,26.1,3,2,22.0,7,2,1,0,45.0,0
153.8,24.3,0,1,31.1,2,5,0,2,35.1,0
0.8,26.7,1,3,67.9,7,3,0,0,30.6,0
72.9,27.3,1,2,81.2,2,4,0,0,35.2,0
3.5,22.2,3,3,55.1,2,4,3,2,51.2,0
51.7,19.2,0,1,49.1,5,2,1,0,27.3,0
22.0,26.6,1,0,33.6,7,1,2,1,26.5,0
23.8,25.3,0,1,29.2,0,2,0,2,22.4,0
28.3,18.1,1,1,40.1,3,4,2,0,29.4,0
63.1,31.5,0,2,32.8,5,0,1,0,25.8,0
26.4,24.8,0,0,42.3,7,5,1,0,23.4,0
85.8,27.4,1,1,41.8,7,2,0,0,19.2,0
33.7,31.4,0,0,35.7,6,0,0,0,8.9,0
4.6,23.1,0,2,56.5,6,1,0,3,24.0,0
99.5,24.9,0,0,69.8,3,0,0,0,21.7,0
21.9,27.9,0,1,41.5,4,1,0,2,16.1,0
36.9,18.7,3,0,68.2,5,1,2,0,43.1,0
75.2,23.3,1,0,67.8,6,4,0,2,42.4,0
26.3,23.8,2,3,94.1,2,2,1,1,38.5,0
3.8,17.3,1,0,47.6,2,2,2,2,31.7,0
30.4,36.9,3,0,62.2,1,3,3,2,48.5,0
187.9,14.6,1,0,40.4,3,0,1,2,49.4,0
66.7,15.2,1,1,53.5,3,2,0,0,26.4,0
72.4,30.9,1,1,49.2,1,2,1,1,25.5,0
65.0,27.3,2,0,60.9,3,7,1,0,31.8,0
14.4,16.8,1,1,38.5,3,1,1,0,25.2,0
35.2,26.6,0,0,87.5,4,5,0,0,23.9,0
90.4,31.8,0,2,83.0,8,2,0,2,43.1,0
6.9,22.8,1,2,21.1,6,2,3,0,27.4,0
21.2,38.0,1,3,68.0,6,2,2,2,46.2,0
21.0,12.7,0,3,50.0,2,1,0,2,19.9,0
36.8,27.2,1,0,68.2,4,2,0,0,24.9,0
255.5,30.0,1,0,50.6,2,3,1,0,49.8,0
4.5,28.3,2,1,28.2,5,4,1,0,28.1,0
47.5,21.8,0,0,46.6,5,6,1,1,31.5,0
12.8,21.3,0,0,89.3,5,3,3,0,27.0,0
229.4,25.7,2,0,53.6,6,3,3,0,56.1,1
7.8,27.9,1,1,60.9,4,5,2,0,32.1,0
33.6,26.6,0,1,14.6,0,1,0,0,15.5,0
87.0,29.2,2,0,72.3,8,7,2,2,63.7,1
79.3,16.9,1,0,70.8,3,2,2,0,41.5,0
35.7,21.6,1,1,9.6,3,2,0,0,18.4,0
27.7,17.4,3,0,53.0,3,2,0,1,32.8,0
32.9,20.7,3,3,84.1,3,1,0,0,41.2,0
19.9,29.1,1,0,44.1,4,4,2,0,31.8,0
14.9,23.6,0,1,52.3,4,3,0,0,19.4,0
42.9,38.0,0,1,63.3,6,0,1,0,22.6,0
20.3,24.2,0,0,56.8,2,3,1,0,20.1,0
22.0,23.4,0,1,34.7,3,4,2,2,25.6,0
69.5,23.6,1,1,44.1,6,3,0,2,24.9,0
224.8,19.2,3,2,41.3,3,2,0,2,48.9,0
60.2,22.7,2,1,52.8,4,2,2,0,37.0,0
5.2,29.8,1,0,50.0,3,3,1,2,19.0,0
5.1,23.7,1,0,35.3,5,1,1,0,12.9,0
196.6,18.2,0,0,81.9,3,2,1,1,46.9,0
22.9,17.4,0,0,64.9,2,1,2,1,23.2,0
6.3,20.3,0,1,73.5,3,1,1,0,18.0,0
59.4,23.4,2,3,53.6,1,3,0,0,30.5,0
63.5,30.2,0,1,47.8,5,1,3,0,35.6,0
68.0,15.0,2,1,66.7,5,3,0,0,38.4,0
20.2,21.1,1,1,31.6,5,4,0,0,16.9,0
1.0,23.9,0,2,70.6,6,3,1,0,29.1,0
217.9,12.0,0,0,64.7,4,6,0,0,42.4,0
18.8,18.0,1,2,37.2,6,1,0,1,26.9,0
73.3,18.9,3,2,33.1,3,2,0,0,38.7,0
79.7,18.2,2,0,62.0,4,0,2,2,34.8,0
61.2,24.2,0,0,34.9,4,4,1,2,28.7,0
24.4,22.0,1,3,69.5,5,3,0,0,32.1,0
20.6,19.7,0,2,50.1,4,2,1,0,27.7,0
59.2,25.6,3,0,80.0,3,1,0,2,34.3,0
130.7,33.3,2,1,43.7,7,4,0,0,33.2,0
190.6,32.8,1,1,74.0,6,2,1,0,47.8,0
7.3,11.5,1,1,22.9,3,2,0,3,21.5,0
10.9,26.5,1,0,32.5,1,2,1,1,21.3,0
188.2,21.9,0,0,12.2,7,3,3,0,29.9,0
86.7,23.9,0,1,39.0,5,0,1,1,31.2,0
139.5,20.6,1,2,46.5,6,1,1,2,44.2,0
14.7,23.7,3,2,53.2,6,2,1,0,36.8,0
57.6,23.9,1,0,67.4,3,2,2,0,32.3,0
78.5,19.5,0,2,71.6,5,4,0,0,27.8,0
74.1,17.6,2,0,69.2,12,0,0,2,35.3,0
34.1,20.3,0,1,21.3,2,0,1,0,20.5,0
1.0,24.4,0,2,70.7,3,2,1,1,28.2,0
56.8,26.6,0,1,70.3,3,2,0,0,25.1,0
19.0,28.1,1,0,42.2,5,3,0,0,22.4,0
38.9,20.0,1,0,75.0,4,3,1,1,30.0,0
205.4,24.7,1,1,26.0,3,2,1,1,42.8,0
33.1,28.8,2,2,72.4,5,1,2,0,40.3,0
119.0,30.0,0,3,45.2,1,2,1,2,37.8,0
13.6,22.6,2,2,34.8,3,1,0,0,21.0,0
72.5,21.7,0,2,29.9,3,1,0,0,22.5,0
245.2,24.1,2,1,55.4,4,3,0,0,52.4,0
7.0,16.1,1,2,77.4,4,2,0,0,25.1,0
0.5,21.8,1,0,22.6,3,1,2,0,19.1,0
36.9,27.5,1,2,59.1,1,0,2,2,32.0,0
6.3,26.9,1,0,44.5,7,1,3,0,24.0,0
89.7,21.4,0,2,33.8,4,0,0,1,25.9,0
159.9,24.3,2,0,69.6,8,2,0,0,43.5,0
37.0,18.1,0,1,62.8,3,2,1,0,20.6,0
19.5,27.2,0,1,45.5,3,1,1,0,20.1,0
37.0,22.5,1,3,82.4,4,4,1,0,39.1,0
83.5,21.3,2,2,91.0,2,3,0,0,47.1,0
0.6,20.8,0,0,44.6,3,0,0,0,11.6,0
57.9,22.6,3,1,75.0,6,2,1,0,37.8,0
61.8,20.3,3,0,78.7,10,2,0,2,45.2,0
66.0,26.9,1,0,36.7,3,4,0,0,19.8,0
18.0,20.6,1,0,74.1,5,4,0,0,26.5,0
81.4,32.6,2,0,43.4,5,2,0,0,30.0,0
6.2,31.8,0,1,65.7,2,2,0,0,20.7,0
14.4,17.7,1,2,56.1,2,3,1,2,29.8,0
136.5,23.4,3,2,70.3,4,1,1,1,50.2,0
87.2,19.1,3,0,16.2,5,3,2,1,38.1,0
0.9,21.0,3,0,18.4,1,2,0,0,16.3,0
18.6,35.0,0,0,66.9,3,5,2,0,26.2,0
15.7,21.2,0,0,63.2,3,2,0,0,12.9,0
20.5,25.2,0,0,44.1,9,1,2,0,22.9,0
18.5,26.2,1,0,31.6,9,3,0,1,18.1,0
4.2,17.0,0,1,69.5,8,1,0,3,26.9,0
39.9,17.9,1,1,7.0,2,1,1,0,16.9,0
85.8,15.8,1,1,59.0,6,1,1,0,22.9,0
60.7,17.7,2,0,22.7,10,4,2,1,28.7,0
72.6,8.0,2,1,73.3,9,4,1,1,51.5,0
5.5,26.3,2,2,27.0,4,4,2,0,24.3,0
196.7,35.3,0,0,86.8,2,5,2,0,53.0,0
118.5,23.9,0,0,23.4,4,2,0,1,26.0,0
106.3,14.5,2,0,86.9,5,4,2,0,48.2,0
112.5,19.1,1,0,98.3,1,1,1,2,50.9,0
175.4,20.2,1,1,42.1,5,4,0,2,46.5,0
51.1,16.9,0,0,53.7,7,1,0,0,19.9,0
14.5,28.2,0,1,47.4,4,1,0,0,17.1,0
62.3,27.9,1,0,38.0,6,2,1,0,28.9,0
88.3,16.1,2,1,44.6,3,3,0,0,33.6,0
87.0,27.4,3,0,79.1,6,2,3,1,56.5,1
47.9,32.2,1,1,73.6,3,0,2,0,39.9,0
4.6,34.4,1,0,66.2,2,6,2,2,41.4,0
30.1,38.0,2,0,78.0,10,3,2,0,38.2,0
164.8,17.6,1,2,22.0,5,3,2,0,37.4,0
57.1,38.0,1,1,42.4,2,4,0,0,25.3,0
50.2,20.9,3,0,39.3,6,4,0,3,47.1,0
20.4,19.4,2,1,52.6,4,3,1,1,28.5,0
29.9,25.0,3,1,30.7,5,0,0,0,24.2,0
146.7,19.5,0,1,57.8,7,2,1,2,40.9,0
71.4,25.4,1,1,86.2,6,4,1,0,36.6,0
100.6,15.1,2,2,42.2,5,2,2,1,44.6,0
39.4,21.6,0,0,52.9,4,3,0,3,24.5,0
64.7,30.7,2,0,61.3,3,3,2,1,39.8,0
18.6,22.7,0,0,51.0,4,3,0,0,15.7,0
79.5,23.8,2,2,25.4,4,1,2,2,40.1,0
36.3,25.9,1,2,33.9,4,2,0,0,18.5,0
38.0,30.0,0,2,59.5,4,5,0,2,29.9,0
68.1,13.1,1,2,30.9,4,2,1,3,35.6,0
179.0,26.5,1,3,50.7,6,3,2,0,50.5,0
4.3,21.4,1,1,40.6,7,4,0,0,21.2,0
113.2,24.0,1,2,56.6,4,1,0,2,41.3,0
22.5,29.4,2,3,79.8,5,3,2,0,40.1,0
38.1,15.8,1,0,68.2,2,4,0,2,30.4,0
1.4,16.9,1,1,43.7,7,2,1,0,19.1,0
23.3,11.4,0,1,22.1,5,1,0,0,7.5,0
45.4,19.7,3,2,13.2,4,6,0,1,35.2,0
3.8,31.0,0,2,82.7,3,3,1,0,29.2,0
43.9,22.3,1,2,59.5,1,1,0,0,24.1,0
170.2,15.0,2,3,37.9,10,1,0,0,41.4,0
7.2,20.1,0,1,85.8,3,5,3,0,30.9,0
94.0,14.1,1,0,57.6,3,9,0,0,39.1,0
34.3,16.2,0,0,95.2,9,3,0,1,30.5,0
69.2,25.3,2,1,38.0,2,2,3,1,33.7,0
19.6,16.0,1,1,43.9,2,4,0,0,22.0,0
11.3,29.7,2,1,82.1,4,3,0,0,29.1,0
11.4,22.6,2,1,68.7,3,4,0,1,30.4,0
4.8,23.5,1,2,52.7,3,2,0,0,26.6,0
13.3,21.3,2,0,73.0,4,2,2,0,32.9,0
70.9,27.6,1,2,61.3,5,2,0,0,38.3,0
138.7,27.7,1,2,60.9,7,1,2,1,59.3,1
109.4,25.0,1,1,53.7,6,6,1,0,44.8,0
75.1,26.4,3,1,29.4,5,3,2,0,34.8,0
7.6,21.7,1,2,20.1,7,2,1,1,29.3,0
22.2,26.3,0,1,82.7,6,2,2,1,32.0,0
24.1,21.0,1,0,74.5,7,2,0,0,27.5,0
18.7,23.0,1,0,42.6,3,2,0,0,22.9,0
47.0,21.4,0,0,51.3,7,2,0,2,20.1,0
49.8,20.3,1,0,73.1,5,1,1,0,30.0,0
28.7,18.9,1,0,80.3,3,0,0,2,29.7,0
28.4,25.8,1,0,55.5,3,4,0,2,24.8,0
114.6,30.9,1,1,27.1,7,3,2,0,27.9,0
101.2,30.0,1,3,33.4,3,2,0,0,33.6,0
23.9,15.5,2,1,32.1,6,3,0,2,23.7,0
159.3,30.7,3,2,26.0,3,3,0,0,44.4,0
198.5,21.1,1,2,43.3,3,1,0,0,38.4,0
25.7,26.6,0,1,48.6,7,1,2,1,32.6,0
28.4,17.6,3,1,22.7,1,5,1,0,25.9,0
45.8,23.9,2,0,52.4,4,5,0,1,31.7,0
184.1,24.9,0,2,45.5,3,3,0,1,47.2,0
135.9,14.1,0,2,66.1,1,3,2,1,41.3,0
7.0,26.6,0,1,53.9,4,1,0,0,22.7,0
32.4,31.1,0,0,62.5,2,1,2,0,20.9,0
52.4,22.0,0,2,43.4,4,3,1,0,26.8,0
45.5,31.2,3,0,37.5,2,3,0,0,24.3,0
14.0,21.9,1,0,73.7,4,2,3,1,38.2,0
127.3,28.1,1,2,28.0,5,6,1,0,32.9,0
73.4,9.7,2,1,23.6,9,2,0,0,25.1,0
118.3,37.5,2,1,43.5,2,3,0,1,35.1,0
127.2,32.0,2,2,74.1,6,3,2,0,48.9,0
89.7,21.3,3,1,24.5,3,3,1,0,41.4,0
37.6,11.2,1,1,81.5,5,1,0,0,25.9,0
61.3,24.7,3,0,42.8,4,1,0,1,32.1,0
11.4,14.3,2,0,26.6,3,3,0,0,25.8,0
72.8,25.7,0,2,21.8,10,2,2,0,29.2,0
12.8,25.5,1,1,81.4,7,1,0,0,17.2,0
77.0,17.4,1,0,51.2,2,1,0,3,39.7,0
17.0,29.7,3,0,73.0,5,0,0,0,34.4,0
8.1,27.8,1,1,90.9,8,1,0,1,36.7,0
11.7,28.9,1,1,48.3,3,0,2,2,35.5,0
0.1,23.1,0,1,81.6,4,1,1,0,23.9,0
82.5,14.5,0,1,29.0,5,1,0,0,13.1,0
85.7,28.9,0,0,47.4,3,1,0,2,29.3,0
47.0,21.4,1,1,17.8,4,1,3,0,20.1,0
11.4,14.7,2,2,82.1,7,4,0,0,30.8,0
5.7,31.1,0,0,92.1,3,0,1,1,25.9,0
1.3,35.6,1,1,25.9,3,2,3,0,28.8,0
11.8,22.8,0,1,26.8,2,2,2,3,23.5,0
144.0,36.0,0,1,27.4,5,3,0,0,24.4,0
18.0,23.5,1,0,29.9,4,1,1,2,32.9,0
28.4,20.7,0,3,48.7,4,2,0,3,34.6,0
7.2,19.2,1,1,58.6,4,1,1,0,26.2,0
16.3,32.8,0,2,38.0,4,1,1,0,25.4,0
47.6,18.3,0,0,40.6,5,3,3,3,37.9,0
60.8,27.4,1,1,65.7,8,2,1,2,34.3,0
18.3,19.6,1,2,85.5,5,6,1,0,33.7,0
3.9,20.2,0,0,90.5,2,3,0,0,21.5,0
32.2,29.2,1,0,29.6,7,3,0,1,19.9,0
17.3,20.7,2,1,82.2,11,5,0,0,45.5,0
16.1,20.6,2,0,51.7,6,3,0,0,24.4,0
209.0,29.8,0,1,15.6,3,3,2,0,44.0,0
62.3,32.6,1,0,39.7,8,3,2,0,31.9,0
52.9,26.9,1,0,31.2,2,2,2,0,28.1,0
34.9,19.1,0,1,54.2,5,1,0,0,7.5,0
36.4,19.9,2,0,77.8,4,3,1,1,47.0,0
50.6,23.5,3,3,81.0,4,4,1,1,48.5,0
77.5,24.9,2,2,23.5,3,2,1,0,35.9,0
78.7,17.1,2,1,22.3,5,3,2,1,30.3,0
12.2,27.3,2,2,93.2,7,5,0,2,51.8,0
45.1,23.5,1,2,10.4,5,5,0,1,18.3,0
34.5,12.7,1,0,60.9,6,0,0,2,22.9,0
132.9,17.4,2,2,9.4,6,4,0,0,31.9,0
64.9,20.0,1,0,28.3,4,2,1,2,26.5,0
49.4,22.6,0,1,91.2,2,4,0,1,31.5,0
8.0,34.3,1,1,74.5,4,3,0,1,30.5,0
60.5,24.4,2,1,20.9,3,0,1,0,20.5,0
8.1,18.0,0,0,49.8,7,1,0,1,18.0,0
26.7,24.3,1,0,34.3,4,1,0,0,22.7,0
10.0,20.9,3,1,73.9,5,1,0,0,28.5,0
76.6,24.9,2,0,48.2,5,2,0,1,31.1,0
15.0,26.5,3,2,55.7,6,0,0,1,37.3,0
32.3,30.3,1,1,66.0,4,1,0,0,18.2,0
146.9,22.9,0,0,85.8,1,3,0,1,32.6,0
14.9,32.8,2,0,76.0,3,2,0,2,35.1,0
46.1,28.4,0,1,86.8,4,1,0,2,30.6,0
35.3,18.8,1,1,36.5,4,3,2,2,34.3,0
1.2,36.3,0,0,17.8,3,1,2,2,19.3,0
102.3,25.0,0,0,63.8,4,1,2,1,27.9,0
4.7,18.0,1,0,95.9,6,4,0,0,36.5,0
41.8,32.9,1,0,71.0,6,3,2,0,33.5,0
53.5,35.5,1,1,75.1,2,2,3,2,44.4,0
64.4,22.8,2,2,67.2,4,4,3,0,47.1,0
75.8,20.0,0,1,32.7,6,1,0,2,26.9,0
19.0,22.0,0,2,69.2,10,3,2,0,36.3,0
0.7,27.3,1,0,6.9,9,2,0,0,0.0,0
83.5,30.7,1,1,22.6,4,1,0,0,24.7,0
49.9,26.4,3,1,40.9,5,1,1,1,31.0,0
117.6,23.6,0,1,54.7,4,3,2,0,33.8,0
112.0,32.0,2,1,40.1,3,3,2,3,43.9,0
120.5,21.1,1,1,41.3,4,0,3,2,41.0,0
43.1,29.2,1,1,89.6,6,2,2,1,40.4,0
26.4,21.3,0,0,15.4,10,3,0,1,13.7,0
101.9,25.6,1,1,66.7,4,3,1,2,36.1,0
39.0,22.3,0,1,66.7,5,3,0,2,29.5,0
13.2,22.7,0,3,36.9,7,3,2,0,29.4,0
125.5,20.7,1,1,69.4,3,2,0,2,40.7,0
139.2,31.1,2,1,39.6,3,2,2,0,39.5,0
40.8,18.6,2,1,73.4,5,1,3,2,43.2,0
5.1,18.6,1,2,37.4,2,2,0,0,8.5,0
31.9,35.7,1,3,33.7,3,3,0,0,26.8,0
105.8,28.9,1,2,66.5,5,3,0,0,38.2,0
150.8,8.7,3,1,60.5,5,4,1,2,54.1,0
14.8,19.6,1,0,47.2,6,3,2,0,19.8,0
4.5,12.1,0,1,67.5,3,2,1,0,21.8,0
136.4,17.3,0,1,66.8,5,0,2,1,37.9,0
32.1,8.0,1,2,33.4,2,2,2,2,38.5,0
50.7,22.2,1,0,59.1,2,2,0,0,28.0,0
223.9,16.1,0,1,87.4,3,2,0,1,44.6,0
4.5,23.4,2,0,39.5,5,1,0,0,21.9,0
67.9,13.2,2,2,61.1,5,0,2,1,38.1,0
5.0,23.5,1,0,94.9,7,2,1,0,36.1,0
30.6,20.5,0,1,60.0,5,3,0,0,22.7,0
105.9,32.0,1,0,73.5,3,2,0,0,40.6,0
36.9,31.5,3,0,67.1,1,6,2,0,39.3,0
350.0,27.7,2,1,38.7,5,2,0,0,61.6,1
53.2,21.0,0,0,40.1,4,3,1,2,32.1,0
25.2,34.9,0,1,63.8,6,2,0,2,25.0,0
16.2,13.7,1,2,67.9,3,5,1,0,27.7,0
28.1,14.6,1,3,44.7,2,1,2,2,39.4,0
30.3,22.5,1,0,53.5,4,3,2,2,30.0,0
4.6,36.5,3,2,73.5,2,6,0,0,37.1,0
30.0,21.8,1,0,39.3,7,1,1,1,20.8,0
40.6,21.9,0,2,40.0,4,4,1,0,32.9,0
83.4,14.3,2,2,49.2,7,4,0,1,39.9,0
69.5,28.7,0,0,76.3,4,2,0,0,26.9,0
80.2,28.7,3,1,60.1,6,0,0,2,41.6,0
0.5,27.7,1,0,39.9,4,1,0,2,16.6,0
16.0,19.2,3,2,16.6,4,1,3,0,36.2,0
70.4,18.8,0,1,60.4,10,3,2,0,38.0,0
43.0,15.2,0,1,76.5,5,1,0,0,22.0,0
0.3,23.5,1,1,40.0,5,2,2,0,25.0,0
106.1,16.5,1,3,47.6,4,7,2,0,50.3,0
96.3,15.9,0,3,17.4,7,6,3,0,33.6,0
51.7,20.5,3,1,71.3,4,1,0,2,40.7,0
4.5,20.1,2,1,37.4,7,1,1,2,33.4,0
94.6,19.8,1,2,67.8,1,4,1,0,35.2,0
57.0,25.8,0,2,82.3,3,0,2,0,35.0,0
99.0,23.5,2,0,68.0,3,4,2,0,41.0,0
90.6,21.3,2,0,74.4,4,1,0,1,34.0,0
105.6,24.1,1,0,25.9,4,1,1,0,22.6,0
47.4,17.1,3,1,77.6,4,2,2,2,44.5,0
9.8,23.6,0,0,86.1,6,2,1,0,16.5,0
72.3,23.9,0,1,58.0,3,3,1,0,24.6,0
63.0,14.0,0,1,87.3,6,2,0,0,31.6,0
88.1,29.0,2,1,31.4,6,4,0,1,30.1,0
12.1,17.7,1,1,7.2,7,6,2,1,24.7,0
14.1,23.5,0,0,55.8,5,3,1,0,15.0,0
143.7,30.0,0,2,24.9,5,3,0,3,37.2,0
90.1,28.6,0,3,51.0,3,2,2,0,42.8,0
155.2,23.2,0,1,49.8,8,4,2,0,43.3,0
92.4,20.8,1,2,38.0,3,0,0,0,25.4,0
59.1,28.7,0,0,28.6,4,1,2,1,24.9,0
69.0,27.0,0,2,98.6,5,3,0,0,40.6,0
143.0,19.3,2,0,19.5,4,2,3,1,46.1,0
56.2,18.2,1,1,67.9,9,3,0,2,41.2,0
65.0,10.6,2,0,32.1,4,2,2,0,31.8,0
11.1,23.9,0,1,34.0,4,2,3,3,38.7,0
41.7,22.5,1,0,64.5,2,0,0,2,25.6,0
81.9,29.8,1,1,84.6,7,1,2,1,49.8,0
20.5,25.2,0,0,72.9,1,0,2,1,29.1,0
14.7,31.0,0,2,65.1,3,0,3,1,30.2,0
24.5,18.8,2,1,81.0,4,1,1,2,33.0,0
18.0,29.8,3,0,53.7,4,2,1,2,37.3,0
15.7,19.8,0,0,71.7,3,5,0,1,18.1,0
36.0,27.7,0,2,35.2,3,4,0,2,26.5,0
155.0,14.2,3,0,83.4,1,2,0,0,42.6,0
46.0,24.4,0,1,38.8,5,3,0,0,22.5,0
13.5,11.1,1,1,50.0,4,4,0,2,23.0,0
5.2,21.4,3,0,60.2,6,6,1,0,43.5,0
77.4,25.6,3,0,92.5,4,2,0,1,45.3,0
31.4,19.9,1,1,76.2,3,4,0,1,25.4,0
112.1,16.7,0,0,33.9,2,0,2,0,28.4,0
70.0,28.1,0,0,86.7,4,1,2,0,26.9,0
103.4,22.4,2,0,39.8,5,4,0,1,36.9,0
20.6,20.1,3,0,62.8,5,1,2,1,35.3,0
76.6,23.3,1,0,68.9,4,1,2,1,46.1,0
19.9,38.0,2,3,21.9,7,4,1,0,30.7,0
181.9,29.9,2,1,51.5,4,1,0,1,35.1,0
65.8,30.0,1,2,91.0,4,1,3,0,45.0,0
25.5,25.6,2,0,78.9,6,2,0,3,34.3,0
20.4,24.0,1,0,84.1,6,2,1,0,35.9,0
13.8,8.6,1,2,48.9,5,4,2,1,36.0,0
77.1,18.9,0,1,87.1,0,5,3,1,43.4,0
16.0,20.1,2,0,37.3,4,3,3,0,33.0,0
58.8,11.8,1,1,61.6,10,5,0,1,38.8,0
20.0,16.1,0,1,42.7,5,2,0,0,19.6,0
70.5,11.1,2,2,25.4,3,3,0,0,19.8,0
109.7,22.8,1,0,65.5,2,1,3,0,45.2,0
97.8,27.9,3,1,72.1,8,3,1,0,40.1,0
93.0,29.6,0,1,58.8,5,4,2,1,42.7,0
13.5,25.5,1,3,82.6,4,2,0,3,37.7,0
6.0,17.2,0,2,54.6,4,3,0,1,21.8,0
78.0,11.4,3,0,43.4,7,5,0,1,37.2,0
29.9,12.5,0,1,84.8,3,7,0,0,30.6,0
36.8,15.4,1,2,80.4,2,1,2,0,41.8,0
2.1,17.7,2,1,74.0,5,1,2,1,42.5,0
19.5,22.0,1,2,79.9,5,3,2,0,38.6,0
2.2,16.9,3,2,83.5,2,2,0,1,42.2,0
